Model,Region,Price_USD,Sales_Volume
i3,North America,86864,9858
5 Series,Europe,105644,789
3 Series,North America,43735,6683
M5,South America,77880,5764
M5,Asia,65404,6112
X6,Asia,53153,3560
X6,North America,96200,2988
X6,North America,89674,3260
i3,North America,119908,4938
5 Series,North America,69600,4381
5 Series,Africa,75117,2940
X6,Africa,51322,1354
X6,North America,101265,3843
i3,Asia,34104,4248
X1,North America,54025,5841
5 Series,Middle East,47719,351
M5,Asia,43175,6264
i3,Europe,55298,1843
i8,Middle East,91858,9795
M5,Asia,59940,6550
3 Series,Middle East,53744,3506
3 Series,Middle East,98553,6228
M5,North America,52103,956
X5,South America,53932,5950
M3,Europe,83540,4348
7 Series,Middle East,66323,3355
X3,Africa,77434,2914
3 Series,Middle East,90393,7159
X6,Middle East,62290,7959
X5,North America,30672,8201
i3,North America,101976,1518
M5,North America,48908,9698
7 Series,South America,34520,8063
i8,Asia,103697,9010
7 Series,North America,119332,9473
X5,Europe,87521,1384
X3,North America,105047,3754
M5,Asia,96496,8970
X1,Asia,47474,9227
i8,Asia,92245,2822
7 Series,Middle East,65069,998
X1,South America,80664,5000
5 Series,Asia,115838,871
7 Series,South America,88936,9743
5 Series,North America,76000,5821
i3,South America,45100,3605
X6,Africa,93855,5399
X5,Asia,46641,7858
i3,South America,57977,7532
M5,Middle East,72804,6261
X6,North America,58532,4615
i8,Europe,76599,3852
i8,North America,41002,1133
X1,South America,34670,1770
3 Series,North America,84404,3310
5 Series,South America,51835,5101
7 Series,Europe,73677,9776
X6,North America,73461,8274
3 Series,Europe,103024,1006
i3,Asia,103599,9570
3 Series,Asia,50115,3887
M3,Asia,72377,929
X1,Europe,119961,5108
X5,Middle East,55120,1901
M5,Middle East,55197,3807
5 Series,North America,111117,7754
7 Series,North America,32691,1680
7 Series,Middle East,108479,6417
X5,Asia,71453,1609
M5,Africa,38155,8967
X3,South America,76973,5389
X1,Asia,35093,8379
M3,South America,39371,8120
M5,Africa,101188,9742
M3,Asia,115950,451
7 Series,Middle East,37942,5273
i8,North America,56709,3186
3 Series,South America,90114,4909
X5,Middle East,45342,2732
X5,Africa,50630,7895
X3,Europe,65907,7150
5 Series,Europe,86202,6139
i8,Asia,93635,8865
M5,South America,43366,7957
X3,Asia,75590,9125
X1,Europe,60956,3945
M3,Africa,112819,1412
i3,Asia,113597,6939
M5,Africa,31998,605
X3,Asia,90946,3167
i3,Middle East,83786,3734
7 Series,Africa,87232,2470
7 Series,North America,40906,2820
i8,Europe,91993,1639
M3,North America,97471,7018
i8,Middle East,31623,6796
5 Series,Africa,106108,1262
7 Series,Asia,65041,6874
3 Series,Asia,111399,616
i8,Europe,108213,8962
7 Series,Europe,84369,2999
7 Series,North America,80044,5602
X3,Africa,32745,6533
7 Series,Asia,97236,5818
7 Series,Middle East,80325,6325
i8,Africa,62149,8478
X6,Middle East,79837,3643
3 Series,Europe,74985,169
M5,Europe,65708,1847
i8,North America,108139,7641
X1,Europe,81974,4117
M5,North America,38414,6626
X1,Africa,35235,5661
3 Series,South America,76450,7499
X3,Europe,105154,4852
X1,North America,105162,9114
i8,Asia,51667,3604
i8,Africa,91456,7444
X6,South America,68540,5787
5 Series,North America,113997,528
X6,Middle East,41593,6246
M3,South America,103006,8095
X5,Middle East,78038,5214
5 Series,Africa,77585,4410
M5,Asia,95084,3969
X3,Asia,93317,2343
3 Series,Asia,44109,811
M5,Asia,39090,1643
7 Series,South America,110249,3260
3 Series,Asia,107018,3973
X6,South America,38109,9757
X5,South America,58874,779
X5,Middle East,70549,7829
X5,Europe,71555,1123
M5,Europe,88075,9790
X3,North America,47553,6453
X3,North America,35342,103
7 Series,Africa,65756,5417
X1,Europe,54845,8063
i8,Middle East,91684,5772
M3,Europe,102391,2865
X1,South America,64649,7410
X5,Africa,46252,6367
M5,Europe,30453,6281
i3,North America,72194,5540
M3,Africa,42802,4391
X5,South America,42353,9721
X3,Africa,68000,4883
3 Series,Middle East,95036,8126
3 Series,Africa,55081,1601
X1,South America,118186,4783
i3,Asia,64061,5991
5 Series,Europe,97676,7256
X5,South America,48907,9686
i3,South America,30020,3916
X5,Europe,38905,6900
5 Series,Middle East,90486,3564
X1,Africa,37993,242
i3,North America,56507,9192
X1,Middle East,79454,6058
X6,South America,115714,9858
3 Series,North America,53402,6704
i8,Africa,112138,3981
M5,Asia,39196,899
3 Series,South America,71488,9028
M3,Middle East,106563,3856
i8,Middle East,55655,8157
X3,North America,43962,9066
X1,North America,36647,9973
X6,South America,102790,713
X1,Middle East,30102,520
X3,North America,71245,9327
M5,Africa,115540,8042
i3,North America,91824,3311
3 Series,Middle East,87106,177
X3,North America,93797,7291
X1,Middle East,97608,5783
M5,Asia,56308,1884
X1,North America,71369,5037
5 Series,North America,30408,9769
i8,North America,55575,6308
X1,Africa,60050,9816
i3,North America,76086,6729
3 Series,North America,65777,7445
3 Series,North America,86245,1031
i3,Africa,110858,2132
i8,South America,117840,169
5 Series,Europe,72030,359
M3,Europe,96235,2765
X1,Asia,50990,1202
X1,Africa,109059,2843
i3,Africa,36840,2351
7 Series,North America,66838,6931
X6,Middle East,94196,5043
X3,Africa,50182,6749
3 Series,Africa,30759,2865
X1,Africa,103859,9243
M3,Asia,82715,8399
i8,Middle East,93765,1655
X3,North America,75262,9696
X6,Europe,39693,8730
7 Series,North America,88907,3312
i3,Asia,90457,3666
X6,South America,79623,2504
7 Series,Middle East,83425,4040
X3,Europe,97307,1414
M3,Africa,63996,9866
i3,Middle East,74043,2326
X1,Europe,101646,2846
X1,Europe,108258,6190
M3,Asia,99367,5202
M3,South America,71257,232
M3,Europe,115913,4460
M3,North America,59108,7273
X5,Asia,35076,2444
X6,Africa,99103,2258
7 Series,Africa,93670,3009
X6,Africa,54677,4605
M3,Africa,115283,2903
3 Series,South America,105262,8569
X6,Middle East,52193,4792
7 Series,Europe,118649,6953
X6,South America,61551,3066
7 Series,Africa,62482,9529
X5,Africa,105344,7669
3 Series,Middle East,47409,9122
X6,Middle East,42249,3217
X1,South America,56704,7413
X3,Africa,118823,9537
M5,South America,62047,7940
M3,North America,117998,7081
X1,Asia,79001,7215
X6,Asia,36831,1077
i3,North America,85169,2607
i3,North America,57627,5031
X6,North America,106778,7944
7 Series,Europe,77349,6356
X6,Europe,84427,6340
X3,Africa,79064,6601
5 Series,Europe,95359,9058
X1,Middle East,62057,9477
i3,North America,46722,3600
X6,South America,70111,3757
X1,Middle East,77007,8369
i3,South America,44407,3423
X1,South America,46570,6703
X6,South America,80347,9708
X3,North America,107106,7978
5 Series,Africa,96541,9523
5 Series,Middle East,68498,2658
M5,South America,56379,3082
X6,North America,52777,9819
X5,Middle East,119196,5003
3 Series,Africa,95119,518
i8,Europe,45321,147
i8,Middle East,61397,6173
X6,Europe,78884,5399
M3,Asia,98236,6618
i8,North America,72211,8094
M5,North America,56054,3441
M5,North America,62751,2996
i8,North America,41042,1091
i3,Europe,112370,5659
X1,North America,56084,9188
5 Series,South America,92804,3173
5 Series,Asia,112909,2310
i8,Europe,38410,7102
M5,South America,97738,9865
i8,Africa,30778,7167
i3,Asia,65537,6442
5 Series,Europe,115121,9079
M5,Africa,30199,4296
7 Series,Africa,116871,5454
i8,Asia,72936,9477
X6,Middle East,34608,1237
X5,South America,110435,4368
i8,Asia,51103,3292
7 Series,South America,95966,9495
5 Series,North America,80402,627
M5,Africa,66305,851
7 Series,Europe,98897,3474
X3,Asia,30228,9270
X6,Europe,82590,4172
M5,Europe,99398,6876
X5,Asia,79591,9851
i3,Europe,31605,7614
M3,Middle East,87534,828
7 Series,South America,59385,7847
7 Series,Europe,38874,1539
M3,Asia,48092,5741
7 Series,Africa,43211,4985
M5,South America,91790,4021
3 Series,South America,67731,5581
X3,Asia,107749,1399
3 Series,Asia,32720,1294
M5,Asia,117999,801
i8,Africa,88015,3299
X6,North America,103930,6920
i3,Europe,110515,7756
5 Series,Asia,60021,9404
3 Series,Asia,60367,4783
M3,Asia,90703,2037
5 Series,Middle East,61910,5856
i3,Africa,56089,6335
i3,South America,51736,1718
X5,North America,58153,1652
X6,South America,47943,4465
i8,South America,32041,2093
5 Series,South America,114384,4941
M3,South America,111905,9988
X5,Middle East,73416,3070
X1,Africa,89253,3398
X3,North America,46840,7786
i8,Africa,68935,8663
M3,North America,39797,2427
3 Series,Asia,59749,5110
i3,Europe,88148,4333
X6,Europe,31724,3499
X1,Asia,55456,8218
5 Series,Europe,34208,2591
X1,North America,118103,8767
X5,Europe,99286,6691
i8,Europe,73782,7481
M3,Middle East,50694,1283
7 Series,North America,96611,8857
7 Series,Asia,117103,1912
i8,South America,100376,7203
7 Series,Asia,34116,3926
5 Series,Europe,50417,4784
X6,North America,50762,7037
X1,Africa,109133,5676
X5,North America,116693,1209
X1,Asia,87686,6209
3 Series,Asia,42898,3438
3 Series,Europe,87125,8114
i3,South America,97550,5462
i8,North America,58529,6914
X5,Europe,55160,9780
M5,North America,43011,2724
X5,Africa,116432,3399
i3,Africa,35303,4896
M5,Africa,35356,7462
7 Series,Africa,115599,7856
5 Series,North America,71042,9503
X6,Europe,95105,7255
7 Series,Africa,94762,7656
3 Series,South America,119046,7798
3 Series,Middle East,35561,8522
7 Series,South America,78736,5624
3 Series,Africa,95841,662
5 Series,South America,104707,1215
M3,Middle East,62275,8308
5 Series,North America,46847,9082
X1,Asia,66860,1242
7 Series,Europe,41343,1058
X6,North America,64378,4533
i8,South America,41041,3900
3 Series,Europe,95805,8869
M3,Europe,69699,3297
X1,Africa,76118,2685
X5,Middle East,72252,4134
3 Series,Asia,83444,5547
i8,Middle East,73628,8953
7 Series,North America,64491,870
i3,Europe,33625,3606
X5,Europe,31021,548
X3,South America,92874,2782
M5,Middle East,99242,7793
i3,Europe,52460,2740
X5,Middle East,41726,9472
X6,North America,97414,3039
X5,Europe,71390,3401
X5,Asia,95210,2797
i8,Middle East,95044,4960
3 Series,Middle East,90799,352
M5,Europe,71085,8778
X5,Africa,106393,5770
M5,Middle East,85048,6989
M5,South America,41690,644
X3,Europe,48197,8980
5 Series,Middle East,98400,6512
7 Series,Europe,57374,8252
i3,Asia,84754,3207
3 Series,South America,70039,8560
3 Series,Middle East,95355,5349
5 Series,Middle East,80746,5349
M3,Middle East,56122,1728
M3,Africa,88173,9260
i8,Africa,112199,129
7 Series,Asia,66413,1669
3 Series,North America,75362,7431
M5,Asia,85115,9866
X5,Europe,81978,5717
X1,North America,78249,7236
X5,South America,94133,3802
M3,South America,80089,930
X1,North America,97853,9219
5 Series,Middle East,69853,7319
3 Series,Africa,45993,9471
5 Series,Middle East,31681,3895
3 Series,Asia,110097,4467
3 Series,Africa,115190,5851
7 Series,North America,102258,2853
X6,North America,106329,6771
X6,Middle East,59954,832
i3,Africa,107434,2734
3 Series,Asia,75066,318
M5,Europe,103301,3685
i3,Asia,99002,1116
X3,Europe,50411,1290
7 Series,North America,93820,6897
X6,Middle East,41021,9553
X6,North America,96867,4141
3 Series,North America,82018,6966
X1,North America,96373,2807
3 Series,Asia,118400,195
i3,Europe,102874,5556
X1,Africa,54781,3084
X5,North America,47984,2837
M5,North America,65575,4815
X3,Asia,107199,9029
7 Series,Europe,72183,4269
M5,South America,57410,6329
i8,North America,93044,7412
5 Series,Europe,40981,838
i8,Africa,30722,8191
M3,South America,98589,7004
M3,Africa,55191,8505
i3,Asia,54686,7147
M3,Middle East,82466,4149
7 Series,South America,59256,7878
M3,North America,102500,5625
X5,South America,49500,6725
M5,Africa,65561,9871
7 Series,Europe,85590,9981
X3,North America,102170,185
X3,Africa,45242,8330
X6,Asia,98459,1884
X6,Middle East,92902,4313
X3,Africa,33716,3128
3 Series,Europe,43150,1531
X6,North America,60014,3861
X6,Middle East,36496,1355
X5,Europe,77349,6539
5 Series,North America,78730,4240
3 Series,Europe,59250,8215
X3,Middle East,107642,4737
X6,Europe,97745,9971
5 Series,Middle East,58733,6349
7 Series,Africa,67043,6299
M3,Middle East,59832,1122
M5,Asia,62335,961
X5,South America,114810,9100
i3,Middle East,98080,4486
X5,Middle East,94384,6460
X3,North America,43385,4137
3 Series,South America,112222,7641
X1,North America,89591,1291
7 Series,Asia,84994,1134
3 Series,South America,65568,642
5 Series,Europe,46576,5761
3 Series,Asia,78662,3257
i3,Asia,60072,5705
i8,Asia,112212,1381
5 Series,Asia,116592,7877
X1,Africa,67515,7237
M3,Africa,77329,7967
M5,North America,55731,3267
7 Series,South America,56988,5583
X6,Middle East,109752,3286
X3,Africa,116493,2206
X6,Middle East,31544,5980
X6,South America,64222,3587
5 Series,Middle East,46238,8073
i3,Asia,119377,1439
X5,Asia,99573,1807
i8,Middle East,111191,3239
i3,Asia,51159,7499
X6,South America,115816,9525
X1,North America,84958,8806
X6,South America,64197,2140
X1,Europe,63310,1361
M3,Africa,115741,5760
M3,South America,68436,3883
M3,Europe,64415,2755
i8,Asia,76903,2578
X5,Middle East,45513,5904
X3,South America,114568,9529
X5,Africa,102463,3212
X5,Africa,68602,243
X1,Europe,79015,635
5 Series,South America,57017,3473
X6,Middle East,73246,2688
X6,Middle East,50654,624
X6,Asia,32520,715
M5,Europe,82541,6150
3 Series,North America,39548,4288
5 Series,Africa,31226,5446
i3,Europe,48063,1998
5 Series,Europe,93291,9810
5 Series,Europe,95361,7283
X6,Europe,50446,8033
M5,North America,64441,5224
M5,Asia,82383,1539
M5,Europe,83530,7854
X1,Africa,107010,4707
M5,Africa,35781,1223
X5,Middle East,119366,4613
X1,Europe,54156,9655
i3,Middle East,89978,5249
X5,South America,109844,7637
i3,Asia,102618,9290
7 Series,Middle East,98465,2506
i3,North America,95636,3764
X3,North America,43301,3232
i3,Europe,50668,7518
X5,Africa,57192,8435
X1,Middle East,66839,229
X5,Africa,111798,7793
5 Series,Asia,88318,1247
i8,Middle East,66414,1180
X5,Middle East,111238,1469
X1,Africa,74531,205
3 Series,Middle East,66129,6901
M5,North America,46063,8729
7 Series,Africa,82019,8734
5 Series,Middle East,107465,6787
3 Series,Middle East,48250,9640
i3,Asia,38942,9424
X5,Middle East,103585,1173
7 Series,Middle East,88572,215
7 Series,South America,32926,9205
X6,Europe,30991,2937
3 Series,Middle East,50492,2019
3 Series,North America,96990,4904
i8,Asia,115574,8287
3 Series,Middle East,60204,388
7 Series,Europe,87461,2700
X1,South America,114310,6208
i3,Europe,67083,622
M3,Europe,43815,8368
5 Series,Middle East,87027,6445
3 Series,Europe,111347,1794
X3,Asia,56583,4025
X5,North America,60460,8635
X6,Africa,68456,5058
X6,Middle East,109423,1185
M3,North America,67306,8240
3 Series,North America,110491,9853
7 Series,Europe,74471,8255
i8,Asia,39448,6640
i3,Africa,113783,348
X5,Africa,100396,1062
M5,Africa,50188,4015
i3,North America,60164,2147
X3,Middle East,88704,8166
X6,Africa,33542,1015
5 Series,North America,31421,9321
X1,Middle East,104766,2682
M5,Europe,60448,2152
7 Series,Europe,71858,7407
M3,South America,47300,1475
M5,South America,118635,9213
X6,Asia,54492,9664
M3,Middle East,117288,7710
X3,Middle East,49448,6640
X5,Europe,30758,748
M3,South America,46841,5036
X1,Africa,112370,5189
X5,South America,48063,121
5 Series,Europe,30982,2229
i8,Europe,85834,3092
X3,South America,112704,5635
X1,Africa,62480,8503
X1,North America,119288,4418
5 Series,Middle East,116277,3938
7 Series,Asia,78839,2936
i8,South America,87409,3250
3 Series,South America,80804,9636
3 Series,South America,56228,5365
X5,Europe,85555,177
X3,Europe,66654,7568
i8,Europe,110401,3732
X3,South America,113921,7619
i3,Middle East,34177,2388
M5,Middle East,61034,2126
3 Series,Africa,42067,6376
X1,Europe,91757,7332
X5,Middle East,89830,3613
5 Series,North America,54914,5454
X6,North America,74782,1091
5 Series,South America,72436,7054
i3,North America,79055,3695
i8,Africa,92009,9427
X3,South America,56919,6187
i3,Middle East,38244,5099
X1,Middle East,33076,6352
M5,Europe,97946,3012
7 Series,North America,35349,4147
X6,Africa,53980,5703
3 Series,Middle East,110622,4536
X6,South America,113919,862
i3,Europe,57320,5188
M5,North America,82939,7457
i3,South America,42481,6275
X1,North America,35724,9388
X1,Asia,90303,7183
X6,North America,31553,7400
X6,Africa,33908,904
X6,Asia,39931,1661
5 Series,Europe,75835,2323
X1,Asia,101208,1781
M5,Africa,40317,1477
i8,Asia,72815,809
M3,North America,65789,3137
X5,Africa,105123,8670
5 Series,North America,52342,3404
5 Series,North America,102314,9259
i8,Middle East,75501,3775
M3,Africa,103537,4593
X6,Middle East,93915,5757
M5,Asia,106640,8028
3 Series,Asia,86228,1876
X1,South America,39365,5259
X1,North America,99163,6860
M3,Africa,69578,4850
M5,Africa,112331,9333
5 Series,North America,105054,4923
X5,Asia,41715,604
X6,Asia,116484,3178
i3,Europe,118978,5362
M5,South America,111702,1509
i8,Middle East,51150,9989
X1,Africa,104707,8071
3 Series,South America,107623,2002
i8,Africa,78553,6314
X5,Middle East,39118,6188
7 Series,Africa,117623,1052
M5,Middle East,63971,588
X5,Africa,66553,6786
3 Series,Middle East,119994,3259
i3,Europe,85951,3813
5 Series,North America,93529,2913
X1,North America,88417,2853
3 Series,Europe,88591,4139
5 Series,North America,63106,6869
i3,Europe,35179,1056
X3,South America,81773,801
M5,North America,57698,8422
M5,North America,73292,7598
X6,North America,77627,8096
i3,Middle East,89487,5474
5 Series,North America,44038,9885
M3,North America,50726,4872
7 Series,Africa,44421,1550
3 Series,Africa,109492,112
X1,Asia,35111,2935
i3,North America,67063,4323
M3,Europe,77312,3031
i3,Middle East,31222,9752
X3,Middle East,87771,1619
7 Series,Middle East,71195,9381
M5,North America,105293,9941
M5,Asia,60958,6710
M3,North America,92108,9269
X6,North America,80946,6077
X6,Asia,111954,4373
7 Series,Middle East,70417,2320
X5,Middle East,69258,6332
7 Series,Africa,106750,5092
X5,South America,92967,9793
i3,Europe,113015,3365
3 Series,Middle East,30159,7580
M5,Asia,54910,3243
i3,Africa,57067,5202
7 Series,Asia,37371,1020
X5,Africa,119282,566
i3,Middle East,63755,4848
i3,Europe,112901,9385
i3,Asia,110534,7906
7 Series,Africa,42790,5638
X6,Africa,49851,4976
i8,Middle East,97777,9018
i3,Asia,100671,8112
X3,South America,36340,1569
i3,North America,42579,6487
i3,South America,69371,5235
3 Series,Africa,119482,4986
X3,Middle East,43055,8202
5 Series,North America,55436,4747
i8,Europe,58556,4483
3 Series,Africa,86222,2874
X6,North America,62406,5222
5 Series,South America,114289,5676
i8,South America,65029,3945
i8,Europe,53058,1736
M3,Asia,55192,3597
5 Series,Europe,52748,2033
3 Series,Middle East,54743,7286
5 Series,Middle East,77279,8766
X1,Europe,51764,3777
X3,Europe,40949,2118
X6,Asia,67306,1189
M3,Middle East,48326,8741
X3,Europe,105502,5106
i8,Middle East,114420,4651
i8,Europe,77213,257
i8,Africa,76635,4681
